ilan_no,mahalle,ilce,il,fiyat,brut_m2,net_m2,oda_sayisi,banyo_sayisi,kat_sayisi,bulundugu_kat,bina_yasi,isinma,esya_durumu,kullanim_durumu,tapu_durumu,cephe,aidat,url
145385-726,Yurt,Çukurova,Adana,3.600.000 TL,135,100,3 + 1,1,12 Katlı,2. Kat,31 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Doğu",420 TL,https://www.hepsiemlak.com/adana-cukurova-yurt-satilik/daire/145385-726
145385-732,Şambayadı,Çukurova,Adana,5.300.000 TL,120,110,3 + 1,2,9 Katlı,5. Kat,1 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/adana-cukurova-sambayadi-satilik/daire/145385-732
145385-734,Huzurevleri,Çukurova,Adana,4.250.000 TL,130,120,3 + 1,1,8 Katlı,4. Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Doğu",250 TL,https://www.hepsiemlak.com/adana-cukurova-huzurevleri-satilik/daire/145385-734
159844-49,Esentepe,Kartal,İstanbul,7.250.000 TL,100,85,3 + 1,,6 Katlı,1. Kat,17 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu, Batı",600 TL,https://www.hepsiemlak.com/istanbul-kartal-esentepe-satilik/daire/159844-49
159844-48,Esentepe,Kartal,İstanbul,7.250.000 TL,100,85,3 + 1,,6 Katlı,1. Kat,17 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu, Batı",600 TL,https://www.hepsiemlak.com/istanbul-kartal-esentepe-satilik/daire/159844-48
43511-8414,Tınaztepe,Çankaya,Ankara,7.750.000 TL,110,100,4 + 1,2,3 Katlı,En Üst Kat,Sıfır Bina,Kombi,,Boş,Kat İrtifakı,"Güney, Doğu",300 TL,https://www.hepsiemlak.com/ankara-cankaya-tinaztepe-satilik/daire/43511-8414
168708-25,Sofular,Merzifon,Amasya,3.100.000 TL,115,95,2 + 1,1,2 Katlı,En Üst Kat,5 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/amasya-merzifon-sofular-satilik/daire/168708-25
169900-1,Ortabağlar,Yıldırım,Bursa,3.600.000 TL,125,110,3 + 1,1,5 Katlı,Giriş Katı,12 Yaşında,Kombi,Eşyalı Değil,,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/bursa-yildirim-ortabaglar-satilik/daire/169900-1
65982-2252,Cumhuriyet,Esenyurt,İstanbul,6.850.000 TL,156,125,3 + 1,2,15 Katlı,3. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,Güney,2.500 TL,https://www.hepsiemlak.com/istanbul-esenyurt-cumhuriyet-satilik/residence/65982-2252
65982-2206,Emniyet Evleri,Kağıthane,İstanbul,8.250.000 TL,85,80,2 + 1,1,5 Katlı,Ara Kat,10 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu",250 TL,https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-satilik/daire/65982-2206
39266-740,Kilidülbahir,Eceabat,Çanakkale,21.000.000 TL,389,320,6 + 2,3,2 Katlı,,37 Yaşında,Soba,Eşyalı Değil,Boş,Arsa,"Kuzey, Batı",1 TL,https://www.hepsiemlak.com/canakkale-eceabat-kilidulbahir-satilik/bina/39266-740
19492-2670,Turgutreis,Bodrum,Muğla,20.000.000 TL,300,220,4 + 2,3,2 Katlı,1. Kat,26 Yaşında,Kat Kaloriferi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/mugla-bodrum-turgutreis-satilik/daire/19492-2670
19492-2672,Peksimet,Bodrum,Muğla,18.750.000 TL,120,90,2 + 1,2,,Bahçe Katı,31 Yaşında,Belirtilmemiş,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",3.400 TL,https://www.hepsiemlak.com/mugla-bodrum-peksimet-satilik/mustakil-ev/19492-2672
19492-2608,Akyarlar,Bodrum,Muğla,25.000.000 TL,220,200,4 + 1,3,2 Katlı,,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/mugla-bodrum-akyarlar-satilik/mustakil-ev/19492-2608
158430-167,4 Temmuz,Karamürsel,Kocaeli,2.150.000 TL,130,110,3 + 1,1,4 Katlı,4. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/kocaeli-karamursel-4-temmuz-satilik/daire/158430-167
4387-1750,Nizam,Adalar,İstanbul,160.000.000 TL,340,300,6 + 2,2,2 Katlı,,121 Yaşında,Şömine,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-adalar-nizam-satilik/kosk/4387-1750
24618-631,Mustafa Kemal Atatürk,Menemen,İzmir,5.500.000 TL,100,80,3 + 1,2,1 Katlı,,40 Yaşında,Soba,,,Tapu Yok,,,https://www.hepsiemlak.com/izmir-menemen-mustafa-kemal-ataturk-satilik/koy-evi/24618-631
63767-1263,Talatpaşa,Bergama,İzmir,5.000.000 TL,160,145,4 + 1,1,,Bahçe Katı,31 Yaşında,Soba,Eşyalı,Boş,Müstakil Tapulu,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/izmir-bergama-talatpasa-satilik/mustakil-ev/63767-1263
63767-1286,İsmetpaşa,Dikili,İzmir,8.750.000 TL,90,80,2 + 1,1,4 Katlı,Yüksek Giriş,21 Yaşında,Klima,Eşyalı Değil,Boş,Kat İrtifakı,Batı,200 TL,https://www.hepsiemlak.com/izmir-dikili-ismetpasa-satilik/daire/63767-1286
63767-1267,Yahşibey,Dikili,İzmir,15.000.000 TL,165,100,2 + 1,2,,Bahçe Katı,3 Yaşında,Klima,Eşyalı,Mülk Sahibi,Müstakil Tapulu,"Güney, Batı",,https://www.hepsiemlak.com/izmir-dikili-yahsibey-satilik/mustakil-ev/63767-1267
144332-189,Molla Yusuf,Konyaaltı,Antalya,12.500.000 TL,150,130,3 + 1,2,9 Katlı,2. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/antalya-konyaalti-molla-yusuf-satilik/daire/144332-189
166006-38,Bahçeşehir 2. Kısım,Başakşehir,İstanbul,7.950.000 TL,90,70,2 + 1,1,7 Katlı,2. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu",5.933 TL,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-satilik/daire/166006-38
69225-145,Şehit Osman Avcı,Etimesgut,Ankara,6.750.000 TL,95,85,2 + 1,1,9 Katlı,8. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat İrtifakı,,4.000 TL,https://www.hepsiemlak.com/ankara-etimesgut-sehit-osman-avci-satilik/daire/69225-145
169020-1,Akpınar,Sancaktepe,İstanbul,2.580.000 TL,120,110,3 + 1,1,5 Katlı,2. Kat,31 Yaşında,Soba,Eşyalı Değil,Boş,Hisseli Tapu,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-sancaktepe-akpinar-satilik/daire/169020-1
152877-65,Tepebaşı,Merkez,Zonguldak,4.400.000 TL,140,125,3 + 1,2,6 Katlı,2. Kat,20 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/zonguldak-merkez-tepebasi-satilik/daire/152877-65
152877-67,İncivez,Merkez,Zonguldak,1.900.000 TL,55,53,1 + 1,1,8 Katlı,2. Kat,10 Yaşında,Kombi,Eşyalı,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/zonguldak-merkez-incivez-satilik/daire/152877-67
168528-11,Akçalar,Nilüfer,Bursa,4.800.000 TL,140,125,3 + 1,1,4 Katlı,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Kuzey,500 TL,https://www.hepsiemlak.com/bursa-nilufer-akcalar-satilik/daire/168528-11
4480-25989,Fatih,Pursaklar,Ankara,4.750.000 TL,95,90,2 + 1,1,3 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-pursaklar-fatih-satilik/daire/4480-25989
169973-3,Işıkkent,Merkez,Isparta,13.500.000 TL,458,300,8 + 2,3,3 Katlı,,17 Yaşında,Yerden Isıtma,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/isparta-merkez-isikkent-satilik/villa/169973-3
167819-153,Armağanevler,Ümraniye,İstanbul,11.850.000 TL,140,120,3 + 1,2,12 Katlı,12. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-umraniye-armaganevler-satilik/daire/167819-153
167819-179,Armağanevler,Ümraniye,İstanbul,5.500.000 TL,170,140,4 + 1,2,5 Katlı,4. Kat,16 Yaşında,Kombi,Eşyalı Değil,Boş,Arsa,,,https://www.hepsiemlak.com/istanbul-umraniye-armaganevler-satilik/daire/167819-179
167819-129,Armağanevler,Ümraniye,İstanbul,5.075.000 TL,95,80,2 + 1,1,4 Katlı,1. Kat,26 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-umraniye-armaganevler-satilik/daire/167819-129
167819-163,Damlar,Başiskele,Kocaeli,24.500.000 TL,430,350,5 + 2,4,3 Katlı,Bahçe Katı,1 Yaşında,Yerden Isıtma,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/kocaeli-basiskele-damlar-satilik/villa/167819-163
167819-143,Merkez,Bağcılar,İstanbul,9.450.000 TL,212,120,3 + 1,1,4 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-bagcilar-merkez-satilik/daire/167819-143
167819-175,Esenevler,Ümraniye,İstanbul,4.189.000 TL,85,75,3 + 1,1,8 Katlı,Bahçe Katı,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-umraniye-esenevler-satilik/daire/167819-175
143751-231,Uzunoluk,Korkuteli,Antalya,2.350.000 TL,60,50,1 + 1,1,2 Katlı,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/antalya-korkuteli-uzunoluk-satilik/daire/143751-231
168238-3,Ilıca,Manavgat,Antalya,14.000.000 TL,170,150,3 + 1,2,2 Katlı,En Üst Kat,12 Yaşında,Klima,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/antalya-manavgat-ilica-satilik/daire/168238-3
6792-5008,Emek,Çankaya,Ankara,7.800.000 TL,65,60,2 + 1,1,3 Katlı,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",500 TL,https://www.hepsiemlak.com/ankara-cankaya-emek-satilik/daire/6792-5008
170323-1,Altıntepe,Maltepe,İstanbul,10.450.000 TL,140,119,3 + 1,2,4 Katlı,3. Kat,30 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",50 TL,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/170323-1
170323-4,Küçükyalı,Maltepe,İstanbul,12.000.000 TL,70,64,2 + 1,1,4 Katlı,1. Kat,1 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Kuzey,,https://www.hepsiemlak.com/istanbul-maltepe-kucukyali-satilik/daire/170323-4
170323-3,Altıntepe,Maltepe,İstanbul,8.950.000 TL,140,125,3 + 1,1,4 Katlı,3. Kat,30 Yaşında,Kombi,,Boş,Kat Mülkiyeti,"Güney, Batı",100 TL,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/170323-3
156528-7,Gökevler,Esenyurt,İstanbul,2.750.000 TL,78,70,2 + 0,2,10 Katlı,6. Kat,15 Yaşında,Kombi,Eşyalı,Boş,Kat Mülkiyeti,Kuzey,2.510 TL,https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-satilik/daire/156528-7
77383-1018,Demetlale,Yenimahalle,Ankara,4.200.000 TL,120,115,3 + 1,1,6 Katlı,4. Kat,28 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-yenimahalle-demetlale-satilik/daire/77383-1018
152453-33,Tabaklar,Merkez,Bolu,2.850.000 TL,160,120,3 + 1,1,5 Katlı,4. Kat,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/bolu-merkez-tabaklar-satilik/daire/152453-33
161396-91,Vişnelik,Odunpazarı,Eskişehir,5.250.000 TL,95,85,2 + 1,1,3 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/eskisehir-odunpazari-visnelik-satilik/daire/161396-91
161396-88,Eskibağlar,Tepebaşı,Eskişehir,3.850.000 TL,165,150,3 + 1,1,4 Katlı,3. Kat,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Batı",200 TL,https://www.hepsiemlak.com/eskisehir-tepebasi-eskibaglar-satilik/daire/161396-88
166506-22,Cevat Paşa,Merkez,Çanakkale,8.150.000 TL,130,110,3 + 1,2,7 Katlı,5. Kat,3 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",2.000 TL,https://www.hepsiemlak.com/canakkale-merkez-cevat-pasa-satilik/daire/166506-22
160848-197,Çobançeşme,Bahçelievler,İstanbul,1.950.000 TL,95,90,2 + 1,1,5 Katlı,Bahçe Katı,31 Yaşında,Doğalgaz Sobası,,Kiracılı,Hisseli Tapu,,,https://www.hepsiemlak.com/istanbul-bahcelievler-cobancesme-satilik/daire/160848-197
160848-202,Hürriyet,Bağcılar,İstanbul,12.850.000 TL,260,240,5 + 1,3,4 Katlı,4. Kat,6 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Hisseli Tapu,,,https://www.hepsiemlak.com/istanbul-bagcilar-hurriyet-satilik/daire/160848-202
169150-4,Yunusemre,Kocasinan,Kayseri,3.250.000 TL,135,120,3 + 1,1,4 Katlı,Ara Kat,28 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney, Doğu",,https://www.hepsiemlak.com/kayseri-kocasinan-yunusemre-satilik/daire/169150-4
160069-44,Çetin Emeç,Balçova,İzmir,5.150.000 TL,105,100,2 + 1,1,4 Katlı,En Üst Kat,33 Yaşında,Jeotermal Isıtm...,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,Kuzey,100 TL,https://www.hepsiemlak.com/izmir-balcova-cetin-emec-satilik/daire/160069-44
138831-341,Şambayadı,Çukurova,Adana,16.730.000 TL,250,180,4 + 1,2,2 Katlı,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/adana-cukurova-sambayadi-satilik/villa/138831-341
162557-72,Alibey,Silivri,İstanbul,4.650.000 TL,156,140,3 + 1,3,6 Katlı,5. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",250 TL,https://www.hepsiemlak.com/istanbul-silivri-alibey-satilik/daire/162557-72
162557-69,Yeni,Silivri,İstanbul,6.600.000 TL,150,135,3 + 1,2,6 Katlı,2. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-silivri-yeni-satilik/daire/162557-69
162557-88,Yeni,Silivri,İstanbul,7.900.000 TL,145,120,3 + 1,2,8 Katlı,8. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,Kuzey,4.225 TL,https://www.hepsiemlak.com/istanbul-silivri-yeni-satilik/daire/162557-88
6680-24152,Gümüşpala,Avcılar,İstanbul,2.750.000 TL,120,110,3 + 1,1,5 Katlı,Yüksek Giriş,30 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Güney,500 TL,https://www.hepsiemlak.com/istanbul-avcilar-gumuspala-satilik/daire/6680-24152
144780-160,Ayazağa,Sarıyer,İstanbul,26.000.000 TL,190,108,2 + 1,2,8 Katlı,Bahçe Katı,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Batı",,https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-satilik/residence/144780-160
5588-535,Meydan,İskenderun,Hatay,7.500.000 TL,160,145,3 + 1,3,3 Katlı,Çatı Katı,Sıfır Bina,Isıtma Yok,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/hatay-iskenderun-meydan-satilik/daire/5588-535
144780-224,Bahçeşehir 1. Kısım,Başakşehir,İstanbul,6.150.000 TL,123,60,2 + 1,1,15 Katlı,1. Kat,3 Yaşında,Merkezi (Pay Öl...,Eşyalı,Boş,Yabancıdan,"Kuzey, Batı",6.000 TL,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-satilik/daire/144780-224
54400-7355,Şehitlik,Polatlı,Ankara,3.000.000 TL,135,120,3 + 1,1,5 Katlı,4. Kat,20 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/ankara-polatli-sehitlik-satilik/daire/54400-7355
54400-7424,Kurtuluş,Polatlı,Ankara,2.000.000 TL,125,120,3 + 1,1,3 Katlı,En Üst Kat,30 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Kuzey,,https://www.hepsiemlak.com/ankara-polatli-kurtulus-satilik/daire/54400-7424
54400-7404,Şentepe,Polatlı,Ankara,4.250.000 TL,170,150,4 + 1,2,7 Katlı,6. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-polatli-sentepe-satilik/daire/54400-7404
92223-3068,Cengizhan,Mamak,Ankara,4.349.000 TL,230,220,6 + 1,2,12 Katlı,Kot 1,8 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Yabancıdan,"Güney, Doğu, Batı",300 TL,https://www.hepsiemlak.com/ankara-mamak-cengizhan-satilik/daire/92223-3068
52250-1298,Şentepe,Polatlı,Ankara,4.100.000 TL,170,150,4 + 1,2,7 Katlı,7. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-polatli-sentepe-satilik/daire/52250-1298
150892-135,Yenimahalle,Atakum,Samsun,3.200.000 TL,55,50,1 + 1,1,5 Katlı,4. Kat,9 Yaşında,Kombi,Eşyalı,Kiracılı,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/samsun-atakum-yenimahalle-satilik/daire/150892-135
150892-146,Körfez,Atakum,Samsun,3.000.000 TL,100,95,2 + 1,1,4 Katlı,Yüksek Giriş,6 Yaşında,Kombi,Eşyalı,Boş,Kat Mülkiyeti,"Kuzey, Batı",800 TL,https://www.hepsiemlak.com/samsun-atakum-korfez-satilik/daire/150892-146
150892-114,Cumhuriyet,Atakum,Samsun,1.950.000 TL,110,85,2 + 1,1,5 Katlı,Giriş Katı,21 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Batı",,https://www.hepsiemlak.com/samsun-atakum-cumhuriyet-satilik/daire/150892-114
74029-459,Yalı,Kartal,İstanbul,8.300.000 TL,110,100,3 + 1,1,6 Katlı,Ara Kat,15 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-kartal-yali-satilik/daire/74029-459
77851-277,Ayvansaray,Fatih,İstanbul,3.500.000 TL,85,80,2 + 1,1,5 Katlı,3. Kat,31 Yaşında,Doğalgaz Sobası,Eşyalı Değil,Boş,Yabancıdan,,150 TL,https://www.hepsiemlak.com/istanbul-fatih-ayvansaray-satilik/daire/77851-277
156641-30,Süleymanlar,Ereğli,Zonguldak,4.100.000 TL,90,85,2 + 1,1,4 Katlı,En Üst Kat,16 Yaşında,Merkezi,,Boş,Kat İrtifakı,,2.000 TL,https://www.hepsiemlak.com/zonguldak-eregli-suleymanlar-satilik/daire/156641-30
137300-40,Yazır,Selçuklu,Konya,5.900.000 TL,160,140,3 + 1,2,2 Katlı,En Üst Kat,12 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Batı",250 TL,https://www.hepsiemlak.com/konya-selcuklu-yazir-satilik/daire/137300-40
118554-844,Cevher Dudayev,Merkez,Nevşehir,6.390.000 TL,215,190,4 + 1,2,8 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,,,https://www.hepsiemlak.com/nevsehir-merkez-cevher-dudayev-satilik/daire/118554-844
10943-3434,Kırkkonaklar,Çankaya,Ankara,4.999.000 TL,75,68,2 + 1,1,2 Katlı,Giriş Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",1.000 TL,https://www.hepsiemlak.com/ankara-cankaya-kirkkonaklar-satilik/daire/10943-3434
170362-31,Bucak,Altınordu,Ordu,4.150.000 TL,120,115,2 + 1,1,4 Katlı,3. Kat,31 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,,,https://www.hepsiemlak.com/ordu-altinordu-bucak-satilik/daire/170362-31
170362-19,Karşıyaka,Altınordu,Ordu,2.390.000 TL,125,120,3 + 1,1,5 Katlı,Bodrum,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ordu-altinordu-karsiyaka-satilik/daire/170362-19
170362-27,Şahincili,Altınordu,Ordu,2.890.000 TL,110,100,2 + 1,1,4 Katlı,1. Kat,21 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ordu-altinordu-sahincili-satilik/daire/170362-27
57848-2868,Altınkum,Edremit,Balıkesir,3.600.000 TL,95,90,2 + 1,1,3 Katlı,3. Kat,27 Yaşında,Kombi,Eşyalı,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/balikesir-edremit-altinkum-satilik/daire/57848-2868
57848-2825,Sarıkız,Edremit,Balıkesir,3.950.000 TL,100,95,2 + 1,1,3 Katlı,2. Kat,25 Yaşında,Kat Kaloriferi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/balikesir-edremit-sarikiz-satilik/daire/57848-2825
125854-4974,Yeniköy,Döşemealtı,Antalya,6.000.000 TL,135,110,3 + 1,1,5 Katlı,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",2.000 TL,https://www.hepsiemlak.com/antalya-dosemealti-yenikoy-satilik/daire/125854-4974
161274-176,Şeyh Sinan,Çorlu,Tekirdağ,2.875.000 TL,135,125,3 + 1,1,5 Katlı,4. Kat,21 Yaşında,Kombi,Eşyalı,Boş,Kat İrtifakı,"Kuzey, Batı",,https://www.hepsiemlak.com/tekirdag-corlu-seyh-sinan-satilik/daire/161274-176
161274-232,Hürriyet,Çorlu,Tekirdağ,2.650.000 TL,50,40,1 + 1,1,14 Katlı,12. Kat,1 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Doğu,,https://www.hepsiemlak.com/tekirdag-corlu-hurriyet-satilik/daire/161274-232
161274-214,Hürriyet,Çorlu,Tekirdağ,8.750.000 TL,165,145,3 + 1,2,5 Katlı,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Doğu, Batı",2.250 TL,https://www.hepsiemlak.com/tekirdag-corlu-hurriyet-satilik/daire/161274-214
163143-36,Hamidiye,Gerze,Sinop,4.750.000 TL,235,220,4 + 1,1,4 Katlı,2. Kat,15 Yaşında,Kombi,Eşyalı Değil,,Kat Mülkiyeti,,,https://www.hepsiemlak.com/sinop-gerze-hamidiye-satilik/daire/163143-36
170144-4,Hamidiye,Edremit,Balıkesir,5.650.000 TL,150,140,3 + 1,2,6 Katlı,Ara Kat,15 Yaşında,Kombi,Eşyalı,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",350 TL,https://www.hepsiemlak.com/balikesir-edremit-hamidiye-satilik/daire/170144-4
132074-161,Kazımiye,Çorlu,Tekirdağ,1.800.000 TL,100,90,2 + 1,1,5 Katlı,1. Kat,21 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",250 TL,https://www.hepsiemlak.com/tekirdag-corlu-kazimiye-satilik/daire/132074-161
132074-162,Havuzlar,Çorlu,Tekirdağ,2.400.000 TL,65,45,1 + 1,1,2 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/tekirdag-corlu-havuzlar-satilik/daire/132074-162
132074-159,Şeyh Sinan,Çorlu,Tekirdağ,2.250.000 TL,130,115,3 + 1,1,5 Katlı,Yüksek Giriş,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",200 TL,https://www.hepsiemlak.com/tekirdag-corlu-seyh-sinan-satilik/daire/132074-159
132074-143,Reşadiye,Çorlu,Tekirdağ,2.400.000 TL,125,115,3 + 1,1,5 Katlı,1. Kat,26 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",250 TL,https://www.hepsiemlak.com/tekirdag-corlu-resadiye-satilik/daire/132074-143
132074-160,Şeyh Sinan,Çorlu,Tekirdağ,1.400.000 TL,75,65,2 + 1,1,4 Katlı,Bahçe Katı,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney",250 TL,https://www.hepsiemlak.com/tekirdag-corlu-seyh-sinan-satilik/daire/132074-160
169721-14,Tuzluçayır,Mamak,Ankara,2.818.000 TL,120,110,3 + 1,1,3 Katlı,Giriş Katı,16 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-mamak-tuzlucayir-satilik/daire/169721-14
